li-fuman-e	li-fum-an-e
u-ku-fikel-a	u-ku-fikel-a
oku-nga-sa-enan-i	o-kunga-s-a-a-ini
a-ma-60	a-ma-20
nga-u-nyaka	nga-u-nyakaka
i-mi-phumela	i-mi-phumela
i-za-kuthunyelwa	i-zaku-thunyel-w-a
ku-babelethi	ku-babeleth-i
nga-phezu	nga-phezu
kwa-lokho	kwa-lokho
i-si-kolo	i-si-kolo
e-enkolw-eni	e-enkolw-eni
za-ithu	za-thu
e-izima27	ezi-mma27
si-zakuhlolw-a	si-zaku-hlol-w-a
zi-i-m-phathimandla	zi-i-mu-phathann
e-zi-buy-a	ezi-buuy-a
w-e-ze-fundo	w-e-ze-fundo
e-i-si-sekelo	e-i-si-sekelo
lokhu	la-u-khu
ku-za-kurekhodwa	ku-zaku-ekhowdw
e-i-embikweni	e-i-mbikwo-ini
o-tloliweko	o-tlolilokeko
o-hlol-ek-ako	o-hlolekko
si-hlos-e	si-hlos-e
u-ku-ngi-ezel-el-a	u-ku-ngi-e)ze-el-a
i-si-balo	i-si-balo
sa-a-ba-fundi	sa-a-ba-fundi
be-bang-a	ba-ba-ng-a
a-ba-neemfanelo	aba-neeemfanelo
zo-kwamukelwa	za-u-ku-amueel-w-a
e-i-yunivesithi	e-i-li-n-visith-i
ba-fik-e	ba-fik-e
e-i-enkulungwaneni	e-enkulungw-na-i
e-izili175	ezi-liif5
nga-u-nyaka	nga-u-nyakaka
ku-be-ku-b-e	be-ku-be
ng-unyak-a	ngu-nyaka
si-khuthaz-a	si-khuthaz-a
a-ba-beleth-i	a-ba-beleth-i
u-ku-sebenzis-an-a	u-ku-sebenz-is-an-a
na-thi	na-th-i
u-ku-enz-a	u-ku-enz-a
lokhu	la-u-khu
ku-bey	ku-bey-
i-phumelelo	i-pummello
s-amukel-a	sa-amukel-a
s-e-nyanga	sa-i-n-nyanga
zi-i-hlangano	zi-ihlangano
za-botijhere	za-botijhere
zo-ntathu	za-u-ntthhu
i-naptosa	i-n-ptosa
i-sadtu	i-si-dutu
na-isaou	na-i-si-ou
ba-qin-is-ek-is-a	ba-qinis-ek-is-a
u-ku-zi-boph-elel-a	u-ku-zi-bophelel--a
ku-jima	ku-i-ma
le-khwalithi	la-i-k-waathi
ya-u-ku-fund-a	ya-u-ku-fund-a
na-u-ku-fund-is-a	na-u-ku-fund-is-a
e-u-ku-thom-a-ini	e-u-ku-thom-a-ini
kwa-u-lu-nyaka	kwa-u-nyaka
ku-fanel-e	ku-fanel-e
s-itjal-e	si-tjal-e
ku-lutjha	ku-lutjha
la-ithu	lethhu
u-ku-qinis-ek-a	u-ku-qinisek--a
ukuba	u-ku-b-a
na-a-ba-sebenzi	na-a-ba-sebenzi
u-ku-sekel-a	u-ku-sek-el-a
u-ku-khul-a	u-ku-khul-a
kwa-u-mu-notho	kwa-u-mu-notho
no-ku-dal-a	na-u-ku-dal-a
a-ma-thuba	a-ma-thuba
wa-i-mi-sebenzi	wa-i-mi-sebenzi
n-galokhok-e	nga-ookhke
si-hlel-a	si-hlel-a
u-ku-ngi-ezel-el-a	u-ku-ngi-ezzelel-a
i-bandulo	i-bandulo
la-u-baneminyaka	la-abbemiinyakk
e-hlangan-a	e-hlangan-a
u-ku-y-a	u-ku-y-a
ku-ma25	ku-ma22%
e-i-enkhungweni	e-enkhungw-eni
ze-fundo	ze-fundo
lokhu	la-u-khu
ku-za-sisiza	ku-za-sisiz-a
u-ku-banikel-a	u-ku-banikel-a
i-thuba	i-li-thuba
le-sibili	la-i-sibili
le-i-fundo	l-e-fundo
labo	labo
a-ba-nganamfanelo	aba-nganaamannee
za-u-ku-fund-a	za-u-ku-fund-a
e-i-yunivesithi	e-i-li-n-visithi
si-sebenzisan-a	si-se-ebenz-i-an-a
na-a-ma-ziko	na-a-ma-ziko
u-ku-qinisek-is-a	u-ku-qinisek-is-a
bonyana	b-o-i-nyana
a-ba-fundi	a-ba-fundi
b-a-kghone	ba-kghon-e
u-ku-thol-a	u-ku-thol-a
e-li-vel-a	eli-vel-a
ku-sikhwama	ku-sisi-khma
s-e-sizo	sa-i-si-zo
le-emali	la-eemali
la-a-ba-fundi	la-a-ba-fundi
b-e-narha	b-e-narha
si-bek-e	si-bek-e
e-i-phezulu	e-phezulu
y-o-i-kuthuthukiswa	ya-u-ku-thuthuk-is-w-a
k-w-amakghonofund-w-a	kwa-ama-khononduu--
u-ku-thol-a	u-ku-thol-a
a-b-osonjiniyer-a	abooonninnnikee-e
na-a-ba-sebenzi	na-a-ba-sebenzi
b-e-siterhiniki	b-e-siterhiniki
no-ku-ngezelel-a	na-u-ku-ngi-ezeleel-a
i-si-balo	i-si-balo
s-abotijher-e	sa-botijhere
aba-na-i-zi-qu	aba-neezi-
ze-embalo	ze-embalo
na-i-li-sayensi	na-i-si-aayeni
si-fanel-e	si-fanel-e
si-ngezelel-e	si-nga-ezzeel-e
i-si-balo	i-si-balo
s-e-lutjha	s-e-elutjha
eli-zakuthol-a	eli-zaku-thol-a
u-mu-sebenzi	u-mu-sesebenzi
wa-u-ku-fund-a	wa-u-ku-fund-a
ba-sebenz-a	ba-sebenz-a
e-i-mi-khakha-ini	e-i-mi-khakh-a-ini
ya-u-mu-buso	ya-u-mu-buso
w-a-ngeqadi	w-a-ngeqadi
omu-nye	omu-nye
u-mu-phumela	u-mu-pumela
ku-qinisekis-a	ku-qinisek-is-a
i-pilo	i-pilo
e-ehl-e	e-ehle
k-iwowok-e	ki-wo-wo-o
phambili	phambili
na-u-ku-thuthuk-is-a	na-u-ku-thuthuk-is-a
i-hlelo	i-hlelo
la-ithu	leth-u
l-e-za-maphilo	l-e-za-maphilo
lokhu	la-u-khu
ku-fak-a	ku-fak-a
hlanga-ana	hlangan-a
u-ku-akh-a	u-ku-akh-a
i-i-m-bhedlela	i-i-mu-bhedlela
na-u-ku-thuthuk-is-a	na-u-ku-thuthuk-is-a
b-o-i-m-sebenzi	ba-u-mu-sebenzi
ku-basebenzi	ku-a-ba-sebenz-i
b-e-za-maphilo	b-e-za-maaphilo
si-hlanganyel-e	si-hlanganyel-a--
na-i-bhanka	na-i-bhanka
y-e-tuthuko	y-e-tuthuko
u-ku-thuthuk-is-a	u-ku-thuthuk-is-a
u-ku-sebenz-a	u-ku-sebenz-a
k-w-eembhedl-el-a	kw-e-embhedlele
za-u-mu-buso	za-u-mu-buso
w-e-eyingi	wae-eyingi
si-sebenzisan-a	si-se-ebenz-i--n-a
na-i-bhanka	na-i-li-bhaka
y-e-tuthuko	y-e-ttuhuko
na-i-hlangano	na-i-li-hlangano
e-thuthukis-a	e-thuthuk-is-a
a-a-ma-bubulo	a-ma-bubulo
nga-i-tjhebiswano	nga-i-tjhebiswan
e-i-li-hlelo-ini	e-i-li-hlelo-ini
la-a-ma-bubulo	la-a-ma-bubulo
w-a-ngeqadi	w-a-ngeqadi
na-u-mu-buso	na-u-mu-buso
u-ku-thuthuk-is-a	u-ku-thuthuk-is-a
i-i-m-bhedlela	i-i-mu-bhedlela
no-ku-sekel-a	na-u-ku-sek-el-a
a-ma-phrojekhthi	a-ma-phrojekhhi
nga-i-emali	nga-i-emali
ku-fanel-e	ku-fanel-e
si-qalan-e	si-qal-an-e
na-i-qiniso	na-i-li-qiniso
lo-i-kobana	lo---kobana
i-si-khathi	i-si-khathi
s-okuphil-a	s-o-i-ku-phila
ku-sukel-a	ku-suk-el-a
e-ku-belethw-eni	e-ku-b-eleth-w-a-ini
s-e-hlile	si-ehliile
u-ku-suk-a	u-ku-suk-a
e-i-mi-nyaka-ini	e-i-mi-nyakeni
nga-u-nyaka	nga-u-nyakaka
u-ku-y-a	u-ku-y-a
nga-pha-si	nga-phas-i
kwa-i-mi-nyaka	kw-e-mii-nyaka
na-mhlanjesi	na-m-hlanjesi
n-galokhok-e	nga-okkhke
sa-enz-a	sa-enz-a
w-okungenelel-a	wa-u-ku-ngen-elel-a
u-ku-ehlis-a	u-ku-ehlis-a
u-ku-hlong-akal-a	u-ku-hlong-akal-a
kwa-a-ba-ntwana	kwa-abn--nwana
na-babelethwako	na-babelethwa
ngo-ku-ehlis-a	nga-u-ku-ehlis-a
u-ku-thelel-an-a	u-ku-theleelan-a
kw-e-ngogwana	kw-e-ngogwana
y-e-ntumbantonga	ya-i-n-tmbanoonngo
no-ku-elaph-a	na-u-ku-elapha
u-be-u-lu-el-w-e	u-bu-w-el-e
be-si-fub-a	ba-i-si-fu
s-izakwehlis-a	si-zaku-ehlis-a
no-ku-hlongakal-a	na-u-ku-hlong-akal-a
k-w-amas-an-a	kwa-amas-an-a
nga-i-li-hlelo	nga-i-li-hlelo
e-i-li-dephileko	e-i-dephileko
l-e-mijovo	l--i-i-jovo
si-zakuvuselel-a	si-zaku-vuselel-a
a-ma-hlelo	a-ma-hlelo
w-e-za-maphilo	w-e-za-maphilo
e-enkolw-eni	e-enkolw-eni
s-izapheth-a	si-zapheth-a
zo-ke	zo-ke
i-i-n-thembiso	i-i-n-thembiso
nga-i-li-langa	nga-i-li-langa
l-e-pha-si	l--i-phasi
le-ntumbantonga	la-i-ntumbanongo
mayela-ana	ma-yel-an-a
ezi-tjh-a	e-ii-tjha
za-u-ku-vikel-a	za-u-ku-vikel-a
i-n-gogwana	i-ngo-gwana
y-e-ntumbantonga	ya-i-n-tumbnnoongo
na-magadango	na-magadango
w-okwelaph-a	wa-u-ku-elapha
u-mu-sebenzi	u-mu-susebenzi
o-ngeneleleko	o-nga-elleeeeko
u-ku-qinisek-is-a	u-ku-qinisek-is-a
ku-o-ba-ana	ku-o-bana
lokhu	la-u-khu
ku-enz-iw-e	ku-enz-iw-e
nga-i-si-khathi	nga-i-si-khathi
phambili	phambili
na-malungiselelo	na-a-ma-lungiselelle
w-o-i-kuhlonywa	wa-u-ku-hlony-w-a
kwa-i-li-hlelo	kw-e-hlile
le-i-tjhorensi	le-itjhorensi
y-e-za-maphilo	y-e-za-maphilo
za-khamuzi	za-khamuzi
si-sebenz-a	si-se-ebenz-a
ngu-a-ma-andla	nga-a-ma-andla
u-ku-qinisek-is-a	u-ku-qinisek-is-a
ukobana	u-koban-a
wo-ke	w--ke
u-mu-ntu	u-mu-ntu
u-zi-zwa	u-zi-(wa
a-pheph-ile	a-pheph-ile
u-phephile	u-pheph-ile
phambili	phambili
na-u-mu-sebenzi	na-u-mu-sebenzi
wa-ithu	w-e-thu
u-ku-ehlis-a	u-ku-ehlis-a
u-ku-rhagala	u-ku-rhagala
kwa-u-bu-lelesi	kw--u-bu-lelesi
o-bunenturhu	obuu-enttruhu
si-qin-is-ek-is-e	si-qinis-ek-is-e
ku-o-ba-ana	ku-o-bana
i-hlelo	i-hlelo
le-zo-bulungiswa	li-ezobulung-is-w-a
li-sebenz-a	li-sebenz-a
si-hlom-a	si-hlom-a
wa-u-ku-ngi-ezel-el-a	wa-u-ku-ngi-ezeleel-a
i-si-balo	i-si-balo
n-gamaphesent-e	nga-maphesente
e-i-mi-nyaka-ini	e-i-mi-nyakeni
a-emi-thathu	e-i-thathu
e-z-ako	eza-ko
s-itshway-e	si-tshw-w-e
e-qal-an-ile	e-qal-an-ile
no-ku-thathelw-a	na-u-ku-thath-l-w-a
u-ku-ngenel-w-a	u-ku-nga-en-l-w-a
e-a-ma-khaya	e-a-ma-khaya
ba-u-ku-thint-an-a	bo-o-ku-thintan-a
n-jengokubulal-a	njenga-u-ku-bulal-a
njenga-maqalontangi	njengamaqalono
so-ke	so-ke
e-ku-fanel-e	e-ku-fanel-e
si-yi-dlal-e	si-yi-dlal-e
a-sizibandakany-e	a-siz-bandakan-a
e-enhlanganw-eni	e-enhlangannw-eni
za-u-mu-phakathi	za-u-mu-phakathi
za-u-ku-pheph-a	za-u-ku-pheph-a
a-silis-e	a-si-li-e
u-ku-theng-a	u-ku-theng-a
i-phahla	i-pahla
a-si-lung-el-e	a-si-lungel-e
u-ku-nikel-a	u-ku-nik-el-a
i-lu-az-i	i-lw-az-i
nga-i-zi-enzo	nga-i-zi-enzo
za-u-bu-lelesi	za-u-bu-lelesi
u-ku-sebenzis-an-a	u-ku-sebenz-is-an-a
ku-za-kulwisana	ku-zaku-li-w-an-a
na-u-bu-lelesi	na-u-bu-lelesi
b-a-kwethu	ba-kwethu
ku-fanel-e	ku-fanel-e
u-rhulumende	u-rhulumende
w-e-makhaya	wa-i-n-akhaya
a-sebenz-e	a-se-eb-enz-e
ku-fanel-e	ku-fanel-e
a-bomasipal-a	abom-as-aala
ba-thuthukis-e	ba-thuthuk-is-e
u-ku-nikel-w-a	u-ku-nik-el-w-a
kwa-i-zin-ndlu	kwa-ezi-nndlu
a-manzi	a-ma-nzi
kwa-i-n-ndle	kwa-i-n-dle
i-gezi	i-gezi
u-ku-lawul-w-a	u-ku-lawul-w-a
kw-e-enzibi	kwae-enzibi
nga-u-nyaka	nga-u-nyakaka
s-ab-a	sab-a
na-u-m-hlangano	na-u-mu-hlangano
na-bosodorobha	na-bosoodoropha
na-a-ba-phathi	na-a-ba-phathi
ba-bomasipal-a	baboomasipala
lokhu	la-u-khu
kwa-si-nikel-a	kwa-si-nikel-a
i-lu-az-i	i-la-az-i
e-i-li-dephileko	e-i-dephileko
nga-i-enkinga	nga-i-enkinga
w-e-makhaya	wa-i-n-akhaya
s-a-vakatjhela	s-a-vaktjhela
i-mi-phakathi	i-mi-phakathi
n-abomasipal-a	na-bomasipala
u-ku-fak-a	u-ku-fak-a
hlanga-ana	hlangan-a
na-i-balfour	na-i-balfofr
e-i-li-Mpumalanga	e-i-mummalanga
na-i-tembisa	na-i-timbissa
e-i-gauteng	e-i-li-tango
nga-i-m-va	nga-i-n-va
kw-e-vakatjho	kw-e-vakatjho
le-i-balfour	l-e-balour
sa-thumel-a	sa-thum-el-a
sa-bongqongqotjh-e	s-a-oongongonootoooooonoooooooooooooooo
aba-li-thob-a	a-ballihob-a
i-ndawo	i-n-dawo
leya	ley-a
ukobana	u-kobana
b-a-yokutjheja	b--yokutjheja
i-mi-nako	i-mi-nako
eya-yi-vez-w-e	e-i-yi-y-v-e-w-e
mu-phakathi	mu-phakathi
ezi-mbalwa	ezi-mbalw-a
eza-vezw-ako	eza-vezwako
sele	si-ee-e
zi-tjhejiwe	zi-tjhejiw-e
ngi-y-al-el-e	ngi-yalel-e
a-b-ongqongqotjh-e	abonggonggqotjhinti
ku-o-ba-ana	ku-o-bana
ba-qalan-e	ba-qal-an-e
na-i-zi-sasaleleko	na-i-zi-ssaaeleko
si-ya-bu-yel-el-a	si-ya-buyeel---a
ukobana	u-kobana
a-kuna-miraro	a-ku-n-m-i
e-nikel-a	e-nikel-a
i-li-lungelo	i-li-lungelo
la-u-ku-enz-a	la-u-ku-enz-a
n-okon-iw-a	na-u-ko-oniw-a
kw-e-pahla	kw-e-pahla
si-ya-l-el-e	si-ya-lel-e
aba-sebenz-a	aba-sebenz-a
nga-u-m-thetho	nga-u-mu-thetho
u-ku-thath-a	u-ku-thath-a
lokha	la-u-kk-a
na-kwephulwa	na-ku-ephul-w-a
u-mu-thetho	u-mu-thetho
e-i-balfour	e-balofr
ku-nobayeni	ku-noba-y-ni
e-nyak-eni	e-i-nyakeni
sa-phasis-a	sa-phasis-a
wa-i-si-khathi	wa-i-si-khathi
mayela-ana	ma-yel-an-a
w-e-makhaya	wa-i-n-akhaya
lokhu	la-u-khu
ku-za-qinisekisa	ku-za-qinis-ek-is-a
bonyana	b-o-i-n-naana
u-rhulumende	u-rhulumende
w-e-makhaya	wa-i-n-makhaya
u-namakghonofundwa	u-na-maka-hononuu--
wa-u-ku-phath-a	wa-u-ku-phath-a
na-i-wesiterhiniki	na-i-wesitrhini
e-i-n-yakeni	e-i-nyakeni
lo	lo
wa-u-ku-enz-a	wa-u-ku-enz-a
asi-sebenzen-i	a-si-sebenz-e-ini
so-ke	so-ke
u-ku-enz-a	u-ku-enz-a
u-rhulumende	u-rhulumende
w-e-makhaya	wa-i-n-mkhaya
a-be-mthwalo	aba--m--thwalo
wa-ithu	w-e-thu
so-ke	so-ke
si-sebenz-el-a	si-se-ebenz-el-a
u-ku-thuthuk-is-a	u-ku-thuthuk-is-a
ze-mitlhatlhana	ze-mitlhtlana
e-zi-seendaw-eni	e-iisseendaw-ni
ezi-hle	ezi-hl-e
besi-nikel-e	be-s--i-nikelle
nga-i-emfuneko	nga-i-emfuneko
e-i-zi-faneleko	e-i--i-faneleko
na-i-li-lungelo	na-i-li-lungelo
l-o-i-bunini	la-u-bu-nini
b-e-standi	b-e-standi
e-i-mi-ndeni-ini	e-m-mi-ndeni-ini
e-ngi-ab-a	e-nga-ab-a
nga-u-nyaka	nga-u-nyakaka
si-hlel-a	si-hlel-a
u-kubek-el-a	u-ku-bekel-a
a-ma-hekthara	a-ma-ekkthara
ya-u-mu-phakathi	ya-u-mu-phakathi
e-i-sendaweni	e-s-e-n-ndawo-ini
e-ehl-e	e-ehe
u-ku-siz-a	u-ku-siz-a
a-ba-ntu	aba-ntu
a-barhol-a	aba-rhol-a
ku-o-ba-ana	ku-o-bana
ba-thol-e	ba-thol-e
i-zin-ndlu	i-zindlu
u-mu-zamo	u-mu-zamo
omu-khulu	ommkkhulu
ku-zab-a	ku-za-ab-a
ku-tjheja	ku-tjheja
a-ba-ntu	aba-ntu
labo	labo
ya-bo	ya-bo
e-i-phezulu	e-phezulu
khulu	khulu
ku-o-ba-ana	ku-o-bana
ba-ngathol-a	ba-nga-thol-a
kanti	ka-nti
nga-keliny-e	nga-keel-nye
i-hlangothi	i-hlangothi
u-m-rholwabo	u-mrholwabo
ku-o-ba-ana	ku-o-bana
ba-ngathol-a	ba-nga-thol-a
l-e-bhanka	le-bhaakka
si-zaku-hlom-a	si-zaku-hlom-a
i-si-khwama	i-si-khwama
s-e-siqinisekiso	sa-i-si-qinisekisi
s-e-r1	s-e-r1
u-ku-siz-a	u-ku-siz-a
u-ku-bulung-a	u-ku-bulung-a
i-mali	i-ma-li
kw-a-ngeqadi	kw---ngeqqadi
na-i-bubulo	na-i-bubulo
la-i-zin-ndlu	la-i-zin-ndlu
u-ku-thuthuk-is-a	u-ku-thuthuk-is-a
ezi-tjh-a	e-ii-tjha
zo-ku-hlangabezana	za-u-ku-hlangabez-a--an-a
na-i-emfuneko	na-i-emfuneko
za-i-zin-ndlu	za-i-zin-ndlu
b-a-kwethu	ba-kwethu
e-i-n-yakeni	e-i-nyakeni
sa-th-i	sa-th-i
a-ba-ntu	aba-ntu
na-bo	na-bo
b-a-nelungelo	ba-nali-lungelo
la-u-ku-b-a	la-u-ku-b-a
a-ma-nzi	a-ma-nzi
kwa-i-n-ndle	kwa-i-n-dle
n-eeendlel-a	na-i-endlela
sa-th-i	sa-th-i
ku-fanel-e	ku-fanel-e
babe	ba-b-e
za-i-mi-dlalo	ze-mid-lalo
na-i-entolo	na-i-entolo
e-i-zi-kulukazi	ezi-ku-lukazi
e-i-zenziwe	e-zi-enz-iw-e
njenga-i-zemadorobheni	njenge-zi-adororodoro
mayela-ana	ma-yel-an-a
na-lokhu	na-lokhu
sa-hlom-a	sa-hlom-a
i-siz-a	i-si-z)z-a
sa-u-ku-thom-a	sa-u-ku-thom-a
s-okuling-a	sa-u-ku-ling-a
i-hlelo	i-hlelo
la-u-ku-thuthuk-is-a	la-u-ku-thuthuk-is-a
ze-makhaya	za-i-ma-khaya
e-i-giyani	e-i-li-yani
e-i-li-mpopo	eli-mmpoo
nga-u-rhoboyi	nga-orhooyiyi
u-nyaka	u-nyaka
kwa-lokho	kwa-lokho
s-e-kwakhiwe	si-se-ku-ak-iw-e
i-zin-ndlu	i-zindlu
e-izima231	ezi--ma222
seku-b-e	si-ee-ku-b-e
na-i-ragelophambili	na-i-ragelophambi
e-u-ku-nik-el-w-a-ini	e-u-ku-nikel---ini
o-zoku-sekel-a	o-zo-ku-sekel-a
i-tuthuko	i-tuthuko
k-ezokulim-a	ke-i--u-kumma
na-u-ku-bandul-a	na-u-ku-bandul-a
a-ma-lunga	a-ma-lunga
wa-u-mu-phakathi	wa-u-mu-phakathi
u-ku-fikelel-a	u-ku-fikelel-a
ze-za-maphilo	za-i-zamaphilo
s-ekwenz-iw-e	si-se-ku-enz-iw-e
si-hlom-a	si-hlom-a
a-ma-hlelo	a-ma-hlelo
e-entand-ini	e-entandini
ezi-li-khomb-a	ezi-likkhomb-a
e-narh-eni	e-narheni
ma-zombe	ma-zo-mb-e
lapho	la-pho
ku-yoku-zuz-a	ku-yo-kuzzz-a
a-ma-wadi	a-ma-wadi
a-ma-21	a-ma-22
na-kufik-a	na-ku-fik-a
u-nyaka	u-nyaka
si-nqoph-e	si-nqophe
ukuba	u-ku-b-a
na-i-entandi	na-i-entandi
e-i-m-awadini	e-mawadini
si-fun-a	si-fun-a
i-mi-ndeni	i-mi-ndeni
e-i-m-aphesente	e-maphesente
a-ma-60	a-ma-c0
e-i-entandinezi	e-entandineezi
i-kghone	i-khon-e
u-ku-hlangabezan-a	u-ku-hlangabez-a-aaaaaaaaaaaa
na-i-emfuneko	na-i-emfuneko
za-bo	za-bo
za-u-ku-dl-a	za-u-ku-dl-a
njenga-i-mi-khiqizo	njenga-i-mi-khiqiqiii
ya-bo	ya-bo
nga-u-nyaka	nga-u-nyakaka
ku-zab-e	ku-za-ab-e
ku-lung-e	ku-lung-e
k-amb-e	ka-mbb-e
b-a-kwethu	ba-kwethu
ku-thiw-a	ku-th-iw-a
na-i-pandla	na-i-li-andla
i-thom-a	i-thom-a
ng-eenhlohl-a	nga-i-enhlohla
si-fun-a	si-fun-a
u-ku-hlangan-is-a	u-ku-hlangan-is-a--a
ku-hle	ku-hle
na-a-ma-hlelo	na-a-mh-elo
a-sekel-a	a-se-ek-l-a
i-phumelelo	i-pumelelo
ya-ithu	y-e-thu
e-u-mu-khakha-ini	e-u-mu-khakh-a-ini
lo	lo
i-za-kulinganiswa	i-zaku-ling-an-is-a-a
kwa-i-si-balo	kw-e-sibalo
s-a-balimi	sa-a-ba-li
u-ku-ngen-elel-a	u-ku-ngen-elel-a
s-o-i-m-lomo	s-o-i-m-lomo
na-u-sihlalo	na-u-si-hlalo
w-o-i-m-khandlu	wa-u-mu-khandlu
o-wengamele	o-wu-enga-a-lee
i-i-m-funda	i-i-mu-funda
e-i-n-amanzi	e-aa-a-ma-nzi
ama-nengi	a-ma-nengi
na-u-fana	na-u-fana
ku-njalo	ku-njalo
si-lahlekelw-a	si-lahlek-el-w-a
ama-nengi	a-ma-nengi
w-a-maphayiphi	wa-a-ma-phiphi
a-vuz-ako	a-vuz-ako
na-u-m-thangalasisekelo	na-u-m--thangalasisi
o-nga-s-i	o-nga-i-i
zi-se-zi-nga-en-i	sa-i-li-zinga-ini
e-i-li-netlha	eli-netlha
wa-u-ku-ehlis-a	wa-u-ku-ehlis-a
u-ku-lahlekel-w-a	u-ku-lahlek-el-w-a
nga-u-nyaka	nga-u-nyakaka
ya-i-mi-zamo	ya-i-mi-zamo
ya-ithu	y-e-thu
ya-u-ku-thuthuk-is-a	ya-u-ku-thuthuk-is-a
u-ku-khul-a	u-ku-khul-a
kwa-u-mu-notho	kwa-u-mu-notho
si-sebenz-el-a	si-se-ee-enz-el-a
u-ku-ehlis-a	u-ku-ehlis-a
zo-ku-thintana	za-u-ku-thintan-a
u-mu-phakathi	u-mu-phakathi
w-e-sewula	w-e-sewula
u-nga-li-ndel-a	u-nga-lind-el-a
u-kw-ehlis-w-a	u-ku-ehlis-w-a
khulu	khulu
kw-e-hlawulo	kw-e-hlawulo
y-e-sithintanisi	y--i-si-thantaisisi
u-funjathwako	u-funjathwako
w-e-makhiwo	wa-i-n-mkhiwo
na-u-wemiphakathi	na-u-wa-imphakathi
si-zakusebenz-el-a	si-zaku-sebenz-e
u-ku-ngi-ezel-el-a	u-ku-nga-ezzeelel-a
le-sithintanisi	l--i-si-thantaisisi
si-qin-is-ek-is-e	si-qinis-ek-is-e
i-li-zinga	i-zi-nga
eli-phezulu	eli-phezulu
u-rhulumende	u-rhulumende
lo	lo
u-za-qinisekisa	u-za-qinisek-is-a
ukobana	u-kobana
a-ma-gugu	a-ma-gugu
w-e-bhoduluko	w-e-bhoduluko
na-i-wemvelo	na-i-wemvelo
a-ya-vikel-w-a	a-ya-vikel-w-a
a-thuthukis-w-e	a-thuthuk-is-w-e
na-i-brazil	na-i-bazizi
i-i-n-dia	i-i-n-da
n-echin-a	na-i-n-ina
ku-balw-a	ku-bal-w-a
hlanga-ana	hlangan-a
na-ia-me-rikha	na-i-limerikha
eya-yi-jamel-e	e-y-yi-yjam-el-e
e-i-zi-thuthukileko	e-i-zi-thuthileeko
sa-dlal-a	sa-dlal-a
i-n-ndima	i-n-dima
ku-sivumelwano	ku-i-si-vumelwano
esi-amuk-el-w-a	esi-ma-mkkl-w-a
e-u-mu-hlangano-ini	e-mu-hlanganw-nni
w-okutjhuguluk-a	wa-u-ku-tjhugulukuko
ba-i-li-zulu	ba-e-zuulu
nga-u-nobayeni	nga-u-oobayeni
e-nyak-eni	e-i-nyakeni
li-nani-ana	na-nyana
khulu	khulu
njenga-u-ku-lindelweko	njenga-u-ku-linde
na-u-kho	na-u-kho
ku-ligadango	ku-lingaango
ngombana	nga-u-mu-bana
si-bophelel-a	si-bopheeel-a
zo-ke	zo-ke
u-ku-zi-phendulel-a	u-ku-zi-phendulel-a
ngo-ku-tjhuguluk-a	nga-u-ku-tjhugululu
ba-i-li-zulu	ba-e-zu-lu
si-zasebenz-a	si-zas-ebenz-a
ngu-a-ma-andla	nga-a-ma-andla
na-a-ba-lingani	na-bali-nganni
ba-ithu	b-e-thu
ba-n-gaphetjhey-a	ba-nga-phetjeyi
u-ku-fikelel-a	u-ku-fikelel-a
e-i-si-vumelwana-ini	e-i--i--umelwwann-e
e-i-si-nesibopho	e-i-nesisbopho
s-a-ngokomthetho	sa-ngokomtheth
si-zi-bophelel-e	si-zi-bophelel---a
e-ku-hlangabez-eni	e-u-ku-hlangabez-e--a
i-i-n-linganiso	i-i-n-linganiso
e-i-zi-lindelweko	e-i-linzndelwko
u-ku-ehlis-a	u-ku-ehlis-a
u-ku-silaphazeka	u-ku-silaphaz-ek-a
k-ommoy-a	kwa-u-mu-moyo
phambili	phambili
nga-mano	nga-a-man
wa-ithu	w-e-thu
wa-u-ku-ehlis-a	wa-u-ku-ehlis-a
ba-i-li-zulu	ba-e-zu-lu
i-mi-zamo	i-mi-zamo
ya-u-ku-thuthuk-is-a	ya-u-ku-thuthuk-is-a
i-kareko	i-kareko
l-e-sewula	l--esewula
e-pha-s-ini	e-phas-ini
s-izakusekel-a	si-zaku-sekel-a
i-mi-zamo	i-mi-zamo
y-o-i-kurhabisa	y-o-i-kurhabissa
u-ku-hlanganisw-a	u-ku-hlangan-is-w-a
kw-e-sifunda	kwa-i-si-funda
s-e-sadc	s-e-sadc
nga-u-kwepolotiki	nga-u-kwepoloki
phambili	phambili
u-ku-bamb-a	u-ku-bamb-a
i-n-ndima	i-n-dima
e-i-dosa	e-dosa
phambili	phambili
e-mizam-eni	e-i-mi-zama-ini
y-e-khontinenthi	ya-i-khotinethh
u-ku-qinis-a	u-ku-qinis-a
i-hlangano	i-hlangano
y-o-i-bunye	ya-obu--nye
na-i-zakhiwo	na-i-zi-akhowo
za-yo	za-yo
u-ku-sebenzel-a	u-ku-sebenz-el-a
ubu-n-y-e	u-buny-e
s-izakunqophis-a	si-zaku-nopphis-is-a
a-ma-ndlethu	a-mandlethu
e-i-kuvuseleleni	e-u-ku-vuselel-a-ini
i-tjhebiswano	i-tjhebisw-ano
e-i-li-tjha	eli-tjh-a
le-tuthuko	l-e-ttthuko
njenga-i-li-qhinga	njenga-i-li-qhinga
la-u-ku-thuthuk-is-a	la-u-ku-thuthuk-is-a
u-mu-notho	u-mu-notho
ku-khontinenthi	ku-khontnnn-eh-i
